wage,income,age,educ,public,tenure,experience,subordinates,otherjob,internet,trust,urban,region,sex
500.0,1500,44,2.0,1.0,1.0,28.0,0,1,0,0,0,Северно-Кавказский экономический район,male
1600.0,1600,57,3.0,1.0,0.0,38.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4000.0,4000,24,0.0,1.0,3.0,4.0,0,1,0,0,0,Северно-Кавказский экономический район,female
7000.0,7000,35,2.0,1.0,0.0,18.0,0,1,0,0,0,Северно-Кавказский экономический район,male
3000.0,3000,46,4.0,0.0,5.0,27.0,1,0,0,0,0,Северно-Кавказский экономический район,female
4600.0,4600,49,0.0,1.0,12.0,30.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
10000.0,13000,26,3.0,0.0,5.0,5.0,0,0,0,0,0,Северно-Кавказский экономический район,female
11000.0,11000,26,0.0,1.0,3.0,6.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
5000.0,5000,49,1.0,0.0,25.0,32.0,0,0,0,1,0,Северно-Кавказский экономический район,female
8000.0,11310,51,1.0,0.0,28.0,32.0,0,1,0,0,0,Северно-Кавказский экономический район,male
5800.0,5800,38,0.0,0.0,6.0,20.0,0,1,0,0,0,Северно-Кавказский экономический район,female
10000.0,10000,59,0.0,0.0,11.0,39.0,1,0,0,0,0,Северно-Кавказский экономический район,male
4000.0,7000,35,1.0,0.0,6.0,15.0,0,1,0,0,0,Северно-Кавказский экономический район,male
8000.0,8700,44,0.0,0.0,8.0,23.0,0,0,0,0,0,Северно-Кавказский экономический район,male
6000.0,32600,41,0.0,1.0,11.0,23.0,0,0,0,0,0,Северно-Кавказский экономический район,female
10000.0,10000,31,0.0,1.0,8.0,9.0,0,0,0,0,0,Северно-Кавказский экономический район,female
9000.0,9000,36,0.0,0.0,9.0,16.0,0,0,0,0,0,Северно-Кавказский экономический район,male
1500.0,1500,28,4.0,1.0,4.0,7.0,0,0,0,1,0,Северно-Кавказский экономический район,female
10000.0,10000,23,0.0,0.0,3.0,3.0,0,1,0,0,0,Северно-Кавказский экономический район,male
8000.0,8000,31,0.0,0.0,10.0,10.0,0,1,1,0,0,Северно-Кавказский экономический район,female
11100.0,22000,23,0.0,0.0,1.0,3.0,0,0,0,0,0,Северно-Кавказский экономический район,male
8000.0,15000,34,0.0,0.0,7.0,13.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
8000.0,8000,32,4.0,0.0,6.0,9.0,1,0,1,0,0,Северно-Кавказский экономический район,female
6200.0,9300,53,1.0,0.0,32.0,30.0,0,0,0,1,0,Северно-Кавказский экономический район,male
6000.0,9100,52,0.0,0.0,22.0,32.0,1,0,0,0,0,Северно-Кавказский экономический район,female
2200.0,2200,51,0.0,0.0,10.0,29.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4500.0,4500,26,0.0,1.0,5.0,6.0,0,1,1,0,0,Северно-Кавказский экономический район,female
10000.0,18000,37,5.0,1.0,3.0,15.0,0,1,1,0,0,Северно-Кавказский экономический район,female
7000.0,7000,21,0.0,0.0,0.0,0.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
15000.0,15000,45,1.0,0.0,5.0,28.0,0,0,0,0,0,Северно-Кавказский экономический район,male
10640.0,13640,44,5.0,1.0,11.0,22.0,1,0,1,0,0,Северно-Кавказский экономический район,female
6892.0,7392,30,0.0,0.0,6.0,6.0,0,0,0,0,0,Северно-Кавказский экономический район,male
5500.0,5500,30,0.0,1.0,3.0,7.0,0,0,0,0,0,Северно-Кавказский экономический район,female
4500.0,4500,39,4.0,1.0,3.0,23.0,0,0,0,0,0,Северно-Кавказский экономический район,female
1800.0,5400,55,0.0,1.0,36.0,36.0,1,0,0,0,0,Северно-Кавказский экономический район,female
5000.0,5000,30,5.0,1.0,1.0,5.0,0,1,0,0,0,Северно-Кавказский экономический район,female
805.0,805,31,4.0,0.0,9.0,10.0,0,0,1,0,0,Северно-Кавказский экономический район,female
19000.0,19000,31,4.0,0.0,13.0,13.0,0,0,1,0,0,Северно-Кавказский экономический район,male
8020.0,8220,38,5.0,0.0,16.0,16.0,0,1,1,0,0,Северно-Кавказский экономический район,female
8000.0,8000,36,0.0,0.0,1.0,13.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3800.0,4000,49,4.0,1.0,1.0,30.0,1,0,0,0,0,Северно-Кавказский экономический район,female
3300.0,3300,31,4.0,0.0,11.0,11.0,0,1,0,1,0,Северно-Кавказский экономический район,female
7500.0,7500,31,1.0,1.0,16.0,16.0,1,1,0,0,0,Северно-Кавказский экономический район,male
26000.0,26000,38,1.0,0.0,13.0,19.0,1,1,0,0,0,Северно-Кавказский экономический район,male
3200.0,3500,38,3.0,1.0,3.0,20.0,0,0,0,1,0,Северно-Кавказский экономический район,female
7000.0,10000,57,4.0,0.0,10.0,37.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4700.0,4700,48,2.0,0.0,8.0,31.0,0,1,0,0,0,Северно-Кавказский экономический район,male
5200.0,5200,28,2.0,0.0,8.0,11.0,0,1,1,0,0,Северно-Кавказский экономический район,male
14000.0,14000,42,0.0,0.0,19.0,26.0,0,0,0,0,0,Северно-Кавказский экономический район,male
7000.0,7000,32,4.0,0.0,6.0,7.0,0,1,0,0,0,Северно-Кавказский экономический район,female
8000.0,11700,52,0.0,0.0,21.0,35.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,female
4500.0,4500,51,3.0,0.0,6.0,23.0,0,0,0,0,0,Северно-Кавказский экономический район,female
6000.0,6000,29,0.0,1.0,6.0,10.0,0,0,0,0,0,Северно-Кавказский экономический район,female
7000.0,7000,25,0.0,0.0,1.0,5.0,0,0,0,0,0,Северно-Кавказский экономический район,male
6500.0,6500,22,1.0,0.0,2.0,6.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3100.0,3100,31,0.0,0.0,7.0,12.0,0,0,0,0,0,Северно-Кавказский экономический район,female
1700.0,2300,32,0.0,1.0,7.0,10.0,0,1,0,1,0,Северно-Кавказский экономический район,female
7000.0,7000,25,0.0,0.0,7.0,6.0,0,0,0,0,0,Северно-Кавказский экономический район,male
2100.0,2100,37,0.0,1.0,2.0,7.0,0,1,0,0,0,Северно-Кавказский экономический район,female
6000.0,6000,43,2.0,0.0,4.0,24.0,0,1,0,0,0,Северно-Кавказский экономический район,male
5000.0,9800,52,0.0,1.0,2.0,31.0,0,0,0,0,0,Северно-Кавказский экономический район,female
2700.0,2800,28,5.0,1.0,2.0,11.0,0,1,1,0,0,Северно-Кавказский экономический район,female
3000.0,3000,40,0.0,0.0,21.0,18.0,0,0,0,0,0,Северно-Кавказский экономический район,male
8000.0,12000,29,0.0,1.0,2.0,7.0,0,1,0,0,0,Северно-Кавказский экономический район,male
4000.0,4000,34,4.0,1.0,0.0,15.0,0,0,0,0,0,Северно-Кавказский экономический район,female
6000.0,6000,33,4.0,0.0,10.0,13.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3600.0,3600,32,0.0,0.0,11.0,12.0,0,0,0,0,0,Северно-Кавказский экономический район,female
7000.0,7000,40,0.0,1.0,3.0,20.0,0,0,0,0,0,Северно-Кавказский экономический район,male
5000.0,5000,48,0.0,1.0,1.0,25.0,0,0,0,0,0,Северно-Кавказский экономический район,female
5000.0,5000,20,0.0,1.0,2.0,2.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3500.0,7000,55,4.0,1.0,27.0,36.0,0,0,0,0,0,Северно-Кавказский экономический район,female
5000.0,7000,37,0.0,0.0,0.0,18.0,0,1,0,1,0,Северно-Кавказский экономический район,female
1500.0,1500,44,1.0,1.0,6.0,23.0,0,1,0,0,0,Северно-Кавказский экономический район,female
5000.0,5000,38,0.0,1.0,14.0,19.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4000.0,4000,33,0.0,1.0,2.0,12.0,0,0,0,0,0,Северно-Кавказский экономический район,female
8000.0,8000,35,0.0,0.0,2.0,13.0,0,0,0,0,0,Северно-Кавказский экономический район,female
10000.0,10000,34,0.0,0.0,2.0,13.0,0,0,0,1,0,Восточный и Дальне-Восточный экономический район,male
7000.0,8161,44,0.0,1.0,26.0,26.0,0,0,0,0,0,Северно-Кавказский экономический район,female
6000.0,10000,22,0.0,0.0,1.0,0.0,0,0,0,0,0,Северно-Кавказский экономический район,male
2000.0,2000,47,1.0,1.0,4.0,30.0,0,1,0,0,0,Северно-Кавказский экономический район,female
13000.0,16000,52,4.0,1.0,10.0,32.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4500.0,4500,33,0.0,0.0,0.0,12.0,0,0,0,0,0,Северно-Кавказский экономический район,female
12700.0,12700,30,0.0,1.0,11.0,11.0,1,1,1,0,0,Северно-Кавказский экономический район,female
27000.0,29800,47,0.0,1.0,0.0,32.0,1,1,0,0,0,Северно-Кавказский экономический район,male
5000.0,7000,28,4.0,0.0,2.0,4.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,female
14000.0,14000,36,2.0,0.0,4.0,15.0,1,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
7600.0,7600,59,0.0,0.0,0.0,44.0,0,0,0,0,0,Северно-Кавказский экономический район,male
10000.0,10000,23,0.0,1.0,3.0,3.0,0,0,0,1,0,Северно-Кавказский экономический район,male
10000.0,13000,43,5.0,1.0,8.0,25.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4000.0,4000,28,5.0,0.0,3.0,3.0,0,1,1,0,0,Северно-Кавказский экономический район,female
18000.0,18000,32,3.0,0.0,12.0,12.0,1,0,0,0,0,Северно-Кавказский экономический район,male
3500.0,3500,34,0.0,1.0,17.0,16.0,0,0,0,0,0,Северно-Кавказский экономический район,female
10400.0,11900,32,0.0,0.0,3.0,14.0,0,1,0,0,0,Северно-Кавказский экономический район,male
4500.0,4500,32,4.0,1.0,6.0,12.0,0,0,0,0,0,Северно-Кавказский экономический район,female
10000.0,10000,26,2.0,0.0,3.0,3.0,0,1,1,0,0,Северно-Кавказский экономический район,male
15000.0,15000,42,0.0,0.0,11.0,24.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
4600.0,4700,56,0.0,1.0,36.0,35.0,0,0,0,1,0,Восточный и Дальне-Восточный экономический район,male
4000.0,5800,52,4.0,1.0,29.0,29.0,0,0,0,1,0,Северно-Кавказский экономический район,female
1500.0,1500,46,4.0,0.0,0.0,26.0,0,0,0,0,0,Северно-Кавказский экономический район,female
15000.0,15000,46,5.0,0.0,26.0,20.0,0,0,0,0,0,Северно-Кавказский экономический район,male
8000.0,8000,52,0.0,0.0,1.0,30.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3500.0,3500,26,3.0,0.0,10.0,6.0,0,0,0,0,0,Северно-Кавказский экономический район,female
3000.0,3000,24,2.0,0.0,1.0,4.0,0,1,0,0,0,Северно-Кавказский экономический район,female
3000.0,3000,40,4.0,1.0,1.0,20.0,0,1,0,1,0,Северно-Кавказский экономический район,female
10000.0,10000,46,0.0,0.0,10.0,22.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4500.0,7500,33,0.0,0.0,3.0,13.0,0,1,0,0,0,Северно-Кавказский экономический район,female
3000.0,3000,23,1.0,0.0,2.0,4.0,0,1,0,0,0,Северно-Кавказский экономический район,female
8000.0,8000,28,0.0,0.0,7.0,6.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
4800.0,4800,23,4.0,0.0,6.0,6.0,0,0,0,0,0,Северно-Кавказский экономический район,female
5000.0,5000,23,2.0,0.0,1.0,1.0,0,0,0,0,0,Северно-Кавказский экономический район,male
10000.0,10000,45,0.0,0.0,7.0,26.0,0,0,0,0,0,Северно-Кавказский экономический район,male
10000.0,10300,33,0.0,1.0,10.0,15.0,0,0,0,1,0,Северно-Кавказский экономический район,male
1700.0,1700,26,0.0,1.0,6.0,6.0,0,1,0,0,0,Северно-Кавказский экономический район,female
3500.0,4670,45,0.0,1.0,6.0,27.0,0,0,0,0,0,Северно-Кавказский экономический район,female
3000.0,3000,41,0.0,1.0,13.0,20.0,0,1,0,0,0,Северно-Кавказский экономический район,female
5500.0,5500,51,5.0,0.0,28.0,28.0,0,1,0,0,0,Северно-Кавказский экономический район,female
5700.0,7200,51,5.0,0.0,23.0,27.0,0,1,0,0,0,Восточный и Дальне-Восточный экономический район,female
3000.0,3600,23,5.0,1.0,0.0,0.0,0,0,1,0,0,Северно-Кавказский экономический район,female
1600.0,5600,48,0.0,1.0,1.0,21.0,0,1,0,0,0,Северно-Кавказский экономический район,female
1500.0,1500,44,1.0,1.0,2.0,25.0,0,0,0,1,0,Северно-Кавказский экономический район,female
8600.0,8600,22,0.0,1.0,1.0,3.0,0,0,0,0,0,Северно-Кавказский экономический район,male
2000.0,2000,46,0.0,0.0,6.0,28.0,0,0,0,0,0,Северно-Кавказский экономический район,female
8000.0,8000,51,0.0,0.0,4.0,19.0,0,0,0,1,0,Северно-Кавказский экономический район,male
4700.0,4700,45,5.0,1.0,0.0,22.0,1,1,0,0,0,Северно-Кавказский экономический район,female
5000.0,5000,38,0.0,0.0,0.0,20.0,0,0,0,0,0,Северно-Кавказский экономический район,female
3000.0,3000,53,0.0,0.0,0.0,31.0,0,1,0,0,0,Восточный и Дальне-Восточный экономический район,male
10000.0,10000,31,5.0,1.0,5.0,9.0,0,0,0,0,0,Северно-Кавказский экономический район,female
6000.0,6000,23,4.0,0.0,3.0,3.0,0,0,0,0,0,Северно-Кавказский экономический район,male
4000.0,4000,27,0.0,0.0,0.0,5.0,0,0,0,0,0,Северно-Кавказский экономический район,male
3500.0,6500,35,5.0,1.0,5.0,10.0,0,1,1,0,0,Центральный и Центрально-Черноземный экономический район,female
7500.0,7500,36,0.0,1.0,13.0,14.0,0,1,1,0,0,Центральный и Центрально-Черноземный экономический район,male
6000.0,8600,26,3.0,1.0,5.0,5.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3500.0,3830,39,0.0,1.0,6.0,13.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4000.0,4100,36,0.0,1.0,15.0,17.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
6600.0,6600,48,4.0,1.0,29.0,29.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3200.0,3530,35,0.0,1.0,16.0,16.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
3500.0,3831,50,4.0,1.0,21.0,31.0,1,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
2300.0,2600,47,0.0,1.0,7.0,29.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3200.0,3200,39,1.0,1.0,6.0,22.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
7000.0,7000,44,3.0,1.0,3.0,27.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
2600.0,2980,46,4.0,1.0,8.0,27.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
8000.0,8360,38,5.0,1.0,3.0,19.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2950.0,4022,35,4.0,1.0,3.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1800.0,1800,34,3.0,1.0,0.0,8.0,0,1,0,1,0,Центральный и Центрально-Черноземный экономический район,female
5000.0,5000,34,0.0,1.0,12.0,16.0,1,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
3500.0,3500,43,3.0,0.0,22.0,25.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4700.0,6230,31,5.0,1.0,10.0,12.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
5000.0,5230,34,0.0,1.0,3.0,15.0,1,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3000.0,3000,33,1.0,1.0,5.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3000.0,3000,34,0.0,1.0,5.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4100.0,4460,42,4.0,1.0,22.0,22.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4500.0,4860,44,4.0,1.0,15.0,25.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2888.0,3248,50,1.0,1.0,0.0,32.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
6000.0,6500,33,4.0,1.0,0.0,13.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2500.0,2830,40,4.0,1.0,15.0,22.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1400.0,3000,28,3.0,1.0,5.0,6.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2500.0,2860,48,1.0,1.0,11.0,25.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1500.0,3500,53,1.0,1.0,13.0,31.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3000.0,4500,39,0.0,0.0,1.0,19.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4167.0,4600,36,4.0,1.0,11.0,17.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2500.0,2500,41,4.0,1.0,18.0,18.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4700.0,10700,37,1.0,0.0,3.0,17.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1500.0,1500,42,3.0,0.0,4.0,23.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
5300.0,5300,37,0.0,1.0,2.0,23.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3024.0,5524,43,4.0,0.0,8.0,23.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4000.0,4200,38,0.0,1.0,6.0,20.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2800.0,6100,50,2.0,1.0,25.0,30.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4000.0,4000,28,0.0,0.0,1.0,0.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2000.0,2100,41,5.0,1.0,6.0,18.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2000.0,2000,42,0.0,1.0,9.0,25.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4000.0,4100,26,5.0,1.0,1.0,10.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
20000.0,20000,29,5.0,0.0,1.0,5.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1300.0,1950,38,4.0,1.0,4.0,20.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4000.0,4300,37,4.0,1.0,6.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
10000.0,10000,53,0.0,1.0,4.0,36.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2000.0,2000,30,0.0,1.0,11.0,13.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,female
3000.0,3000,21,4.0,1.0,1.0,2.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
9000.0,9000,30,4.0,1.0,11.0,13.0,1,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
5000.0,5000,31,4.0,1.0,3.0,10.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,female
331.0,400,26,0.0,1.0,1.0,3.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
4800.0,5100,28,5.0,1.0,2.0,2.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2000.0,2380,38,0.0,0.0,12.0,13.0,0,1,0,1,0,Центральный и Центрально-Черноземный экономический район,female
10000.0,10386,38,4.0,1.0,13.0,21.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
3000.0,3000,28,0.0,1.0,5.0,9.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
3000.0,3500,30,2.0,1.0,2.0,8.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1000.0,2800,54,2.0,1.0,38.0,38.0,1,0,0,0,0,Восточный и Дальне-Восточный экономический район,female
6000.0,9900,48,0.0,1.0,29.0,29.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3261.0,4500,34,5.0,1.0,9.0,11.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
7000.0,7000,58,0.0,1.0,34.0,42.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
6700.0,9900,52,5.0,1.0,18.0,30.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1300.0,1300,20,3.0,1.0,1.0,1.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
700.0,7700,39,0.0,1.0,2.0,19.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
5300.0,5300,41,0.0,1.0,9.0,20.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2000.0,2000,37,4.0,1.0,14.0,20.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1500.0,1700,34,4.0,1.0,15.0,15.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2200.0,2200,53,4.0,1.0,1.0,35.0,1,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1200.0,1200,54,2.0,1.0,0.0,34.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3600.0,3600,29,0.0,1.0,4.0,5.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
6500.0,6500,49,3.0,0.0,15.0,31.0,1,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3100.0,3100,55,4.0,0.0,28.0,35.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1000.0,1000,53,4.0,1.0,23.0,30.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1500.0,1500,51,3.0,0.0,31.0,30.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2700.0,2700,23,4.0,1.0,3.0,2.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
1000.0,1000,55,4.0,1.0,1.0,29.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
1540.0,3740,47,4.0,1.0,6.0,25.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,female
4100.0,4100,45,0.0,0.0,1.0,25.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
5300.0,5300,36,5.0,1.0,4.0,12.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
2420.0,2420,34,0.0,1.0,5.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3500.0,3500,52,4.0,0.0,2.0,32.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1000.0,2000,35,0.0,0.0,0.0,5.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
12000.0,12000,36,0.0,0.0,0.0,7.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3600.0,3600,44,5.0,0.0,22.0,22.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4300.0,4300,51,5.0,0.0,0.0,29.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
7500.0,7500,23,5.0,0.0,2.0,0.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,male
6000.0,6000,35,0.0,0.0,9.0,14.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3000.0,3000,38,0.0,0.0,0.0,20.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2000.0,2000,21,0.0,0.0,0.0,0.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3000.0,3000,48,2.0,0.0,7.0,30.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
9000.0,9000,36,0.0,0.0,4.0,18.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
5000.0,5000,41,0.0,0.0,4.0,15.0,0,0,0,1,0,Центральный и Центрально-Черноземный экономический район,male
3600.0,3600,46,5.0,1.0,11.0,22.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
15500.0,15500,49,4.0,0.0,19.0,29.0,1,0,0,0,0,Восточный и Дальне-Восточный экономический район,male
3200.0,3200,47,4.0,1.0,14.0,25.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4800.0,9800,22,3.0,0.0,0.0,2.0,0,1,1,0,0,Центральный и Центрально-Черноземный экономический район,male
1700.0,1700,22,0.0,0.0,2.0,2.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
5000.0,5000,40,0.0,0.0,16.0,16.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,female
1500.0,1500,27,4.0,0.0,4.0,3.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4900.0,14900,29,0.0,0.0,2.0,6.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4400.0,4700,48,0.0,0.0,0.0,30.0,0,0,0,0,0,Восточный и Дальне-Восточный экономический район,female
8000.0,8000,47,4.0,0.0,9.0,26.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
15000.0,15000,39,0.0,0.0,4.0,15.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1350.0,1350,23,4.0,1.0,2.0,1.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4500.0,4500,27,0.0,1.0,4.0,2.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3625.0,4625,36,0.0,1.0,15.0,15.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4250.0,4250,38,4.0,0.0,1.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
3500.0,3500,25,0.0,0.0,1.0,2.0,0,1,0,0,0,Восточный и Дальне-Восточный экономический район,female
4300.0,4300,40,3.0,0.0,17.0,20.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
3500.0,5400,42,0.0,0.0,16.0,22.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4000.0,5000,21,2.0,0.0,1.0,0.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
1520.0,1520,30,2.0,1.0,0.0,2.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,female
1500.0,1500,38,0.0,0.0,0.0,14.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
5500.0,5500,37,5.0,1.0,12.0,13.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
2500.0,2500,33,4.0,0.0,11.0,10.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
6800.0,8490,32,0.0,1.0,12.0,15.0,1,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4500.0,6800,26,0.0,1.0,3.0,6.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
9000.0,9000,29,0.0,0.0,0.0,6.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4000.0,4400,32,0.0,0.0,2.0,16.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
6400.0,6400,33,4.0,0.0,11.0,11.0,0,0,1,0,0,Восточный и Дальне-Восточный экономический район,female
5000.0,33000,36,0.0,0.0,5.0,17.0,0,0,1,0,0,Центральный и Центрально-Черноземный экономический район,female
5000.0,5000,36,4.0,0.0,3.0,16.0,1,1,1,0,0,Центральный и Центрально-Черноземный экономический район,male
2900.0,2900,50,0.0,1.0,5.0,27.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,female
4000.0,4000,55,0.0,1.0,11.0,37.0,0,0,0,0,0,Центральный и Центрально-Черноземный экономический район,male
4600.0,4600,27,4.0,0.0,1.0,6.0,0,1,0,0,0,Центральный и Центрально-Черноземный экономический район,male
